id,seed,type,path,file,step_start,step_end,event,n_maps,action,q_value,q_llm
001362,343,transition,343/transition_step_0195_0197_open_door.txt,transition_step_0195_0197_open_door.txt,195,197,open_door,3,toggle,0.922745,0.93
001665,191,intermediate,191/intermediate_step_0040_0042_open_door.txt,intermediate_step_0040_0042_open_door.txt,40,42,open_door,3,right,0.886385,0.9
000698,330,transition,330/transition_step_0005_0007_find_key.txt,transition_step_0005_0007_find_key.txt,5,7,find_key,3,left,0.877521,0.883
001643,191,worst,191/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.817907,0.82
001121,130,transition,130/transition_step_0055_0057_open_door.txt,transition_step_0055_0057_open_door.txt,55,57,open_door,3,pickup,0.94148,0.955
001559,805,intermediate,805/intermediate_step_0077_0079_reach_goal.txt,intermediate_step_0077_0079_reach_goal.txt,77,79,reach_goal,3,pickup,0.960596,0.955
000425,20,transition,20/transition_step_0194_0196_find_key.txt,transition_step_0194_0196_find_key.txt,194,196,find_key,3,pickup,0.877521,0.883
001022,871,intermediate,871/intermediate_step_0012_0014_reach_goal.txt,intermediate_step_0012_0014_reach_goal.txt,12,14,reach_goal,3,left,0.95099,0.948
000282,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,toggle,0.834514,0.806
001334,769,off_track,769/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.886385,0.881
000522,614,off_track,614/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,toggle,0.851458,0.843
001376,343,intermediate,343/intermediate_step_0204_0206_reach_goal.txt,intermediate_step_0204_0206_reach_goal.txt,204,206,reach_goal,3,left,0.9801,0.991
001262,308,off_track,308/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,left,0.817907,0.84
001222,308,worst,308/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,forward,0.817907,0.82
001595,385,intermediate,385/intermediate_step_0003_0005_find_key.txt,intermediate_step_0003_0005_find_key.txt,3,5,find_key,3,pickup,0.886385,0.84
001130,130,transition,130/transition_step_0060_0062_reach_goal.txt,transition_step_0060_0062_reach_goal.txt,60,62,reach_goal,3,left,0.9801,0.98
001317,769,intermediate,769/intermediate_step_0028_0030_reach_goal.txt,intermediate_step_0028_0030_reach_goal.txt,28,30,reach_goal,3,right,0.960596,0.92
001116,130,intermediate,130/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,toggle,0.868746,0.807
000221,270,off_track,270/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.860058,0.807
001265,308,off_track,308/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.809728,0.714
001710,955,transition,955/transition_step_0086_0088_open_door.txt,transition_step_0086_0088_open_door.txt,86,88,open_door,3,toggle,0.895338,0.822
000888,372,intermediate,372/intermediate_step_0107_0109_find_key.txt,intermediate_step_0107_0109_find_key.txt,107,109,find_key,3,toggle,0.886385,0.807
001620,385,intermediate,385/intermediate_step_0181_0183_reach_goal.txt,intermediate_step_0181_0183_reach_goal.txt,181,183,reach_goal,3,toggle,0.960596,0.9606
000244,106,transition,106/transition_step_0004_0006_find_key.txt,transition_step_0004_0006_find_key.txt,4,6,find_key,3,forward,0.877521,0.8775
001046,663,worst,663/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.851458,0.8864
000092,435,transition,435/transition_step_0022_0024_reach_goal.txt,transition_step_0022_0024_reach_goal.txt,22,24,reach_goal,3,left,0.9801,0.9801
000388,700,transition,700/transition_step_0035_0037_reach_goal.txt,transition_step_0035_0037_reach_goal.txt,35,37,reach_goal,3,forward,1.0,1.0
001437,491,intermediate,491/intermediate_step_0063_0065_reach_goal.txt,intermediate_step_0063_0065_reach_goal.txt,63,65,reach_goal,3,right,0.960596,0.85
000947,99,intermediate,99/intermediate_step_0003_0005_find_key.txt,intermediate_step_0003_0005_find_key.txt,3,5,find_key,3,pickup,0.842943,0.4
001337,769,off_track,769/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.877521,0.7
000795,458,off_track,458/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.842943,0.35
001368,343,intermediate,343/intermediate_step_0192_0194_open_door.txt,intermediate_step_0192_0194_open_door.txt,192,194,open_door,3,toggle,0.904382,0.6
000261,106,intermediate,106/intermediate_step_0005_0007_open_door.txt,intermediate_step_0005_0007_open_door.txt,5,7,open_door,3,right,0.895338,0.847
001418,491,transition,491/transition_step_0059_0061_open_door.txt,transition_step_0059_0061_open_door.txt,59,61,open_door,3,left,0.913517,0.872
001127,130,intermediate,130/intermediate_step_0052_0054_open_door.txt,intermediate_step_0052_0054_open_door.txt,52,54,open_door,3,pickup,0.932065,0.885
001322,769,off_track,769/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,left,0.817907,0.822
000737,330,off_track,330/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.860058,0.786
000353,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.94148,0.88
000660,214,transition,214/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,toggle,0.877521,0.8
000861,87,off_track,87/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,right,0.868746,0.86
000237,106,worst,106/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.834514,0.74
000485,614,transition,614/transition_step_0000_0001_find_key.txt,transition_step_0000_0001_find_key.txt,0,1,find_key,2,pickup,0.868746,0.75
001391,343,off_track,343/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,pickup,0.868746,0.95
000324,71,intermediate,71/intermediate_step_0001_0003_find_key.txt,intermediate_step_0001_0003_find_key.txt,1,3,find_key,3,toggle,0.904382,0.88
000429,20,intermediate,20/intermediate_step_0191_0193_find_key.txt,intermediate_step_0191_0193_find_key.txt,191,193,find_key,3,right,0.860058,0.85
001161,661,worst,661/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.842943,0.7
000573,121,off_track,121/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.868746,0.92
000135,860,intermediate,860/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,right,0.904382,0.85
000816,87,worst,87/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.851458,0.75
001018,871,transition,871/transition_step_0015_0017_reach_goal.txt,transition_step_0015_0017_reach_goal.txt,15,17,reach_goal,3,forward,1.0,0.95
001463,413,worst,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.851458,0.75
000266,106,transition,106/transition_step_0018_0020_reach_goal.txt,transition_step_0018_0020_reach_goal.txt,18,20,reach_goal,3,left,0.9801,0.8
001492,413,transition,413/transition_step_0022_0024_reach_goal.txt,transition_step_0022_0024_reach_goal.txt,22,24,reach_goal,3,forward,1.0,0.9955
000183,270,worst,270/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.886385,0.847
001416,491,intermediate,491/intermediate_step_0023_0025_find_key.txt,intermediate_step_0023_0025_find_key.txt,23,25,find_key,3,toggle,0.868746,0.847
001661,191,transition,191/transition_step_0043_0045_open_door.txt,transition_step_0043_0045_open_door.txt,43,45,open_door,3,pickup,0.886385,0.911
000971,99,intermediate,99/intermediate_step_0042_0044_reach_goal.txt,intermediate_step_0042_0044_reach_goal.txt,42,44,reach_goal,3,pickup,0.970299,0.925
001523,805,worst,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.842943,0.72
000935,99,worst,99/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.809728,0.22
000976,99,off_track,99/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,forward,0.817907,0.42
001383,343,off_track,343/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.851458,0.32
000231,270,off_track,270/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.895338,0.94
001652,191,intermediate,191/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,left,0.834514,0.8
000257,106,transition,106/transition_step_0008_0010_open_door.txt,transition_step_0008_0010_open_door.txt,8,10,open_door,3,pickup,0.913517,0.85
001289,769,transition,769/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,pickup,0.842943,0.7
000591,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,right,0.826169,0.7
001293,769,intermediate,769/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,right,0.826169,0.7
001047,663,worst,663/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.868746,0.77
000386,700,transition,700/transition_step_0035_0037_reach_goal.txt,transition_step_0035_0037_reach_goal.txt,35,37,reach_goal,3,left,0.9801,0.94
001319,769,intermediate,769/intermediate_step_0028_0030_reach_goal.txt,intermediate_step_0028_0030_reach_goal.txt,28,30,reach_goal,3,pickup,0.970299,0.9
001034,871,off_track,871/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,left,0.851458,0.8
000431,20,intermediate,20/intermediate_step_0191_0193_find_key.txt,intermediate_step_0191_0193_find_key.txt,191,193,find_key,3,pickup,0.851458,0.75
000371,700,intermediate,700/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,pickup,0.834514,0.82
000149,860,intermediate,860/intermediate_step_0016_0018_open_door.txt,intermediate_step_0016_0018_open_door.txt,16,18,open_door,3,pickup,0.94148,0.91
000489,614,transition,614/transition_step_0049_0051_open_door.txt,transition_step_0049_0051_open_door.txt,49,51,open_door,3,right,0.904382,0.93
001625,385,off_track,385/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.886385,0.78
000704,330,intermediate,330/intermediate_step_0002_0004_find_key.txt,intermediate_step_0002_0004_find_key.txt,2,4,find_key,3,left,0.851458,0.72
000674,214,intermediate,214/intermediate_step_0045_0047_open_door.txt,intermediate_step_0045_0047_open_door.txt,45,47,open_door,3,left,0.895338,0.87
000753,458,worst,458/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.809728,0.78
000404,700,off_track,700/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,left,0.860058,0.83
001658,191,transition,191/transition_step_0043_0045_open_door.txt,transition_step_0043_0045_open_door.txt,43,45,open_door,3,left,0.877521,0.86
000615,466,intermediate,466/intermediate_step_0091_0093_open_door.txt,intermediate_step_0091_0093_open_door.txt,91,93,open_door,3,right,0.904382,0.86
000652,214,worst,214/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,forward,0.860058,0.12
001278,308,off_track,308/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.886385,0.88
000250,106,intermediate,106/intermediate_step_0001_0003_find_key.txt,intermediate_step_0001_0003_find_key.txt,1,3,find_key,3,forward,0.860058,0.18
001512,413,off_track,413/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,toggle,0.886385,0.55
001170,661,transition,661/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,toggle,0.860058,0.1
000351,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.95099,0.951
001331,769,off_track,769/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,pickup,0.851458,0.895
001733,955,off_track,955/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.960596,0.951
000196,270,transition,270/transition_step_0019_0021_open_door.txt,transition_step_0019_0021_open_door.txt,19,21,open_door,3,forward,0.94148,0.941
000207,270,transition,270/transition_step_0024_0026_reach_goal.txt,transition_step_0024_0026_reach_goal.txt,24,26,reach_goal,3,right,0.9801,0.98
000383,700,intermediate,700/intermediate_step_0023_0025_open_door.txt,intermediate_step_0023_0025_open_door.txt,23,25,open_door,3,pickup,0.895338,0.8
000450,20,transition,20/transition_step_0275_0277_reach_goal.txt,transition_step_0275_0277_reach_goal.txt,275,277,reach_goal,3,toggle,0.99,0.95
000492,614,transition,614/transition_step_0049_0051_open_door.txt,transition_step_0049_0051_open_door.txt,49,51,open_door,3,toggle,0.922745,0.75
000592,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,forward,0.809728,0.25
001256,308,intermediate,308/intermediate_step_0076_0078_reach_goal.txt,intermediate_step_0076_0078_reach_goal.txt,76,78,reach_goal,3,left,0.95099,0.85
001014,871,intermediate,871/intermediate_step_0001_0003_open_door.txt,intermediate_step_0001_0003_open_door.txt,1,3,open_door,3,toggle,0.895338,0.86
001653,191,intermediate,191/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,right,0.817907,0.8
000953,99,transition,99/transition_step_0036_0038_open_door.txt,transition_step_0036_0038_open_door.txt,36,38,open_door,3,pickup,0.913517,0.87
001007,871,transition,871/transition_step_0004_0006_open_door.txt,transition_step_0004_0006_open_door.txt,4,6,open_door,3,pickup,0.904382,0.87
000785,458,transition,458/transition_step_0028_0030_reach_goal.txt,transition_step_0028_0030_reach_goal.txt,28,30,reach_goal,3,pickup,0.99,0.98
001578,805,off_track,805/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.95099,0.98
000982,99,off_track,99/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,forward,0.842943,0.94
000484,614,transition,614/transition_step_0000_0001_find_key.txt,transition_step_0000_0001_find_key.txt,0,1,find_key,2,forward,0.860058,0.93
000299,71,worst,71/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.877521,0.95
000015,102,intermediate,102/intermediate_step_0001_0003_find_key.txt,intermediate_step_0001_0003_find_key.txt,1,3,find_key,3,right,0.817907,0.88
000687,214,intermediate,214/intermediate_step_0053_0055_reach_goal.txt,intermediate_step_0053_0055_reach_goal.txt,53,55,reach_goal,3,right,0.960596,0.78
001342,343,worst,343/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.851458,0.42
000968,99,intermediate,99/intermediate_step_0042_0044_reach_goal.txt,intermediate_step_0042_0044_reach_goal.txt,42,44,reach_goal,3,left,0.960596,0.92
000144,860,transition,860/transition_step_0019_0021_open_door.txt,transition_step_0019_0021_open_door.txt,19,21,open_door,3,toggle,0.960596,0.68
000878,372,transition,372/transition_step_0110_0112_find_key.txt,transition_step_0110_0112_find_key.txt,110,112,find_key,3,left,0.886385,0.38
000720,330,intermediate,330/intermediate_step_0008_0010_open_door.txt,intermediate_step_0008_0010_open_door.txt,8,10,open_door,3,toggle,0.904382,0.919
001445,491,off_track,491/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.877521,0.91
001422,491,transition,491/transition_step_0059_0061_open_door.txt,transition_step_0059_0061_open_door.txt,59,61,open_door,3,toggle,0.932065,0.937
000726,330,transition,330/transition_step_0020_0022_reach_goal.txt,transition_step_0020_0022_reach_goal.txt,20,22,reach_goal,3,toggle,0.99,0.973
001623,385,off_track,385/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.877521,0.91
000731,330,intermediate,330/intermediate_step_0017_0019_reach_goal.txt,intermediate_step_0017_0019_reach_goal.txt,17,19,reach_goal,3,pickup,0.960596,0.95
000801,458,off_track,458/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,right,0.886385,0.85
001378,343,intermediate,343/intermediate_step_0204_0206_reach_goal.txt,intermediate_step_0204_0206_reach_goal.txt,204,206,reach_goal,3,forward,0.95099,0.96
000538,121,transition,121/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,forward,0.868746,0.88
001634,385,off_track,385/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.904382,0.93
000101,435,intermediate,435/intermediate_step_0019_0021_reach_goal.txt,intermediate_step_0019_0021_reach_goal.txt,19,21,reach_goal,3,pickup,0.970299,0.95
001596,385,intermediate,385/intermediate_step_0003_0005_find_key.txt,intermediate_step_0003_0005_find_key.txt,3,5,find_key,3,toggle,0.886385,0.15
000476,614,worst,614/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.842943,0.35
001098,663,off_track,663/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.913517,0.85
001152,130,off_track,130/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,toggle,0.895338,0.65
001439,491,intermediate,491/intermediate_step_0063_0065_reach_goal.txt,intermediate_step_0063_0065_reach_goal.txt,63,65,reach_goal,3,pickup,0.960596,0.77
000158,860,intermediate,860/intermediate_step_0021_0023_reach_goal.txt,intermediate_step_0021_0023_reach_goal.txt,21,23,reach_goal,3,left,0.960596,0.77
000987,99,off_track,99/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.851458,0.71
000917,372,off_track,372/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.868746,0.4
001684,191,off_track,191/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,forward,0.94148,0.72
000880,372,transition,372/transition_step_0110_0112_find_key.txt,transition_step_0110_0112_find_key.txt,110,112,find_key,3,forward,0.895338,0.92
001140,130,intermediate,130/intermediate_step_0057_0059_reach_goal.txt,intermediate_step_0057_0059_reach_goal.txt,57,59,reach_goal,3,toggle,0.960596,0.95
000902,372,transition,372/transition_step_0158_0160_reach_goal.txt,transition_step_0158_0160_reach_goal.txt,158,160,reach_goal,3,left,0.9801,0.98
000515,614,off_track,614/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.817907,0.84
001451,491,off_track,491/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,pickup,0.886385,0.9
001338,769,off_track,769/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.877521,0.919
001266,308,off_track,308/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,toggle,0.809728,0.847
001287,769,transition,769/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,right,0.826169,0.82
000510,614,intermediate,614/intermediate_step_0055_0057_reach_goal.txt,intermediate_step_0055_0057_reach_goal.txt,55,57,reach_goal,3,toggle,0.960596,0.964
