id,seed,type,path,file,step_start,step_end,event,n_maps,v_value,v_llm
000118,466,off_track,466/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8687,0.95
000053,106,off_track,106/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8687,0.8
000221,661,intermediate,661/intermediate_step_0022_0026_reach_goal.txt,intermediate_step_0022_0026_reach_goal.txt,22,26,reach_goal,5,0.9801,0.98
000044,106,initial,106/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8345,0.15
000169,372,off_track,372/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8601,0.85
000081,20,transition,20/transition_step_0270_0274_open_door.txt,transition_step_0270_0274_open_door.txt,270,274,open_door,5,0.9703,0.95
000100,121,transition,121/transition_step_0001_0005_find_key.txt,transition_step_0001_0005_find_key.txt,1,5,find_key,5,0.8864,0.65
000186,871,transition,871/transition_step_0003_0007_open_door.txt,transition_step_0003_0007_open_door.txt,3,7,open_door,5,0.9227,0.85
000278,413,off_track,413/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8953,0.75
000238,769,transition,769/transition_step_0000_0004_find_key.txt,transition_step_0000_0004_find_key.txt,0,4,find_key,5,0.8515,0.99
000248,343,worst,343/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.85
000314,955,intermediate,955/intermediate_step_0030_0034_find_key.txt,intermediate_step_0030_0034_find_key.txt,30,34,find_key,5,0.8429,0.75
000079,20,transition,20/transition_step_0193_0197_find_key.txt,transition_step_0193_0197_find_key.txt,193,197,find_key,5,0.8864,0.9
000076,700,off_track,700/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9321,0.7
000073,700,intermediate,700/intermediate_step_0031_0035_reach_goal.txt,intermediate_step_0031_0035_reach_goal.txt,31,35,reach_goal,5,0.9801,0.75
000040,270,intermediate,270/intermediate_step_0020_0024_reach_goal.txt,intermediate_step_0020_0024_reach_goal.txt,20,24,reach_goal,5,0.9801,0.95
000107,121,off_track,121/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8515,0.85
000014,435,transition,435/transition_step_0004_0008_find_key.txt,transition_step_0004_0008_find_key.txt,4,8,find_key,5,0.8864,0.95
000176,99,transition,99/transition_step_0035_0039_open_door.txt,transition_step_0035_0039_open_door.txt,35,39,open_door,5,0.9321,0.8
000116,466,intermediate,466/intermediate_step_0107_0111_reach_goal.txt,intermediate_step_0107_0111_reach_goal.txt,107,111,reach_goal,5,0.99,0.92
000285,805,intermediate,805/intermediate_step_0070_0074_open_door.txt,intermediate_step_0070_0074_open_door.txt,70,74,open_door,5,0.9227,0.01
000260,491,transition,491/transition_step_0025_0029_find_key.txt,transition_step_0025_0029_find_key.txt,25,29,find_key,5,0.9135,0.02
000050,106,transition,106/transition_step_0016_0020_reach_goal.txt,transition_step_0016_0020_reach_goal.txt,16,20,reach_goal,5,1.0,0.15
000028,860,intermediate,860/intermediate_step_0015_0019_open_door.txt,intermediate_step_0015_0019_open_door.txt,15,19,open_door,5,0.951,0.01
000217,661,intermediate,661/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8515,0.15
000202,663,off_track,663/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9321,0.85
000132,330,transition,330/transition_step_0010_0014_open_door.txt,transition_step_0010_0014_open_door.txt,10,14,open_door,5,0.9415,0.75
000191,871,off_track,871/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8687,0.7
000147,458,off_track,458/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8515,0.95
000218,661,transition,661/transition_step_0017_0021_open_door.txt,transition_step_0017_0021_open_door.txt,17,21,open_door,5,0.9321,0.9
000023,860,initial,860/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.9044,0.5
000153,87,intermediate,87/intermediate_step_0042_0046_find_key.txt,intermediate_step_0042_0046_find_key.txt,42,46,find_key,5,0.8953,0.95
000253,343,transition,343/transition_step_0205_0209_reach_goal.txt,transition_step_0205_0209_reach_goal.txt,205,209,reach_goal,5,1.0,0.95
000277,413,off_track,413/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8429,0.65
000001,102,initial,102/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8097,0.45
000146,458,intermediate,458/intermediate_step_0024_0028_reach_goal.txt,intermediate_step_0024_0028_reach_goal.txt,24,28,reach_goal,5,0.9801,0.92
000171,372,off_track,372/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9415,0.15
000297,385,transition,385/transition_step_0182_0186_reach_goal.txt,transition_step_0182_0186_reach_goal.txt,182,186,reach_goal,5,1.0,0.35
000312,955,worst,955/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.65
000119,466,off_track,466/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8515,0.3
000192,871,off_track,871/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.951,0.15
000096,614,off_track,614/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8864,-0.1
000222,661,off_track,661/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8262,-0.2
000070,700,transition,700/transition_step_0025_0029_open_door.txt,transition_step_0025_0029_open_door.txt,25,29,open_door,5,0.9227,0.2
000093,614,transition,614/transition_step_0056_0060_reach_goal.txt,transition_step_0056_0060_reach_goal.txt,56,60,reach_goal,5,1.0,0.9
000003,102,transition,102/transition_step_0003_0007_find_key.txt,transition_step_0003_0007_find_key.txt,3,7,find_key,5,0.8687,0.5
000041,270,off_track,270/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8687,0.6
000097,614,off_track,614/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9044,0.95
000276,413,intermediate,413/intermediate_step_0018_0022_reach_goal.txt,intermediate_step_0018_0022_reach_goal.txt,18,22,reach_goal,5,0.9801,0.98
000038,270,intermediate,270/intermediate_step_0015_0019_open_door.txt,intermediate_step_0015_0019_open_door.txt,15,19,open_door,5,0.9415,0.15
000193,663,initial,663/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.95
000292,385,worst,385/worst_step_0002_find_key.txt,worst_step_0002_find_key.txt,2,2,find_key,1,0.8687,0.65
000165,372,transition,372/transition_step_0150_0154_open_door.txt,transition_step_0150_0154_open_door.txt,150,154,open_door,5,0.9606,0.98
000065,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9044,0.28
000291,385,initial,385/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8775,0.91
000052,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8429,0.45
000055,71,initial,71/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8864,0.18
000239,769,intermediate,769/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8345,0.15
000177,99,intermediate,99/intermediate_step_0032_0036_open_door.txt,intermediate_step_0032_0036_open_door.txt,32,36,open_door,5,0.9135,0.1
000227,308,transition,308/transition_step_0006_0010_find_key.txt,transition_step_0006_0010_find_key.txt,6,10,find_key,5,0.8953,0.98
000063,71,off_track,71/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.9044,0.45
000194,663,worst,663/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.95
000213,130,off_track,130/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9606,0.98
000117,466,off_track,466/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8601,0.45
000195,663,transition,663/transition_step_0000_0003_find_key.txt,transition_step_0000_0003_find_key.txt,0,3,find_key,4,0.8953,0.92
000256,343,off_track,343/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8687,0.95
000006,102,intermediate,102/intermediate_step_0035_0039_open_door.txt,intermediate_step_0035_0039_open_door.txt,35,39,open_door,5,0.9044,0.15
000263,491,intermediate,491/intermediate_step_0055_0059_open_door.txt,intermediate_step_0055_0059_open_door.txt,55,59,open_door,5,0.9227,0.98
000313,955,transition,955/transition_step_0033_0037_find_key.txt,transition_step_0033_0037_find_key.txt,33,37,find_key,5,0.8601,0.15
000207,130,transition,130/transition_step_0054_0058_open_door.txt,transition_step_0054_0058_open_door.txt,54,58,open_door,5,0.9606,0.95
000300,385,off_track,385/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8775,0.45
000124,214,transition,214/transition_step_0047_0051_open_door.txt,transition_step_0047_0051_open_door.txt,47,51,open_door,5,0.9321,0.98
000257,343,off_track,343/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9227,0.75
000089,614,worst,614/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.62
000110,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,0.8262,0.05
000205,130,transition,130/transition_step_0000_0004_find_key.txt,transition_step_0000_0004_find_key.txt,0,4,find_key,5,0.9044,0.45
000104,121,transition,121/transition_step_0098_0102_reach_goal.txt,transition_step_0098_0102_reach_goal.txt,98,102,reach_goal,5,1.0,0.85
000235,308,off_track,308/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8864,0.95
000138,330,off_track,330/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8687,0.98
000199,663,intermediate,663/intermediate_step_0051_0055_reach_goal.txt,intermediate_step_0051_0055_reach_goal.txt,51,55,reach_goal,5,0.9801,0.99
000209,130,transition,130/transition_step_0058_0062_reach_goal.txt,transition_step_0058_0062_reach_goal.txt,58,62,reach_goal,5,1.0,0.95
000066,700,initial,700/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8345,0.6
000059,71,transition,71/transition_step_0003_0007_open_door.txt,transition_step_0003_0007_open_door.txt,3,7,open_door,5,0.951,0.85
000113,466,transition,466/transition_step_0093_0097_open_door.txt,transition_step_0093_0097_open_door.txt,93,97,open_door,5,0.9227,0.75
000319,955,off_track,955/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9606,1.0
000164,372,intermediate,372/intermediate_step_0106_0110_find_key.txt,intermediate_step_0106_0110_find_key.txt,106,110,find_key,5,0.8953,0.5
000254,343,intermediate,343/intermediate_step_0203_0207_reach_goal.txt,intermediate_step_0203_0207_reach_goal.txt,203,207,reach_goal,5,0.99,0.01
000125,214,intermediate,214/intermediate_step_0044_0048_open_door.txt,intermediate_step_0044_0048_open_door.txt,44,48,open_door,5,0.9044,0.95
000299,385,off_track,385/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8775,0.85
000305,191,intermediate,191/intermediate_step_0000_0002_find_key.txt,intermediate_step_0000_0002_find_key.txt,0,2,find_key,3,0.8429,0.35
000049,106,intermediate,106/intermediate_step_0004_0008_open_door.txt,intermediate_step_0004_0008_open_door.txt,4,8,open_door,5,0.9044,0.15
000067,700,worst,700/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8345,0.25
000115,466,transition,466/transition_step_0109_0113_reach_goal.txt,transition_step_0109_0113_reach_goal.txt,109,113,reach_goal,5,1.0,0.95
000090,614,transition,614/transition_step_0000_0002_find_key.txt,transition_step_0000_0002_find_key.txt,0,2,find_key,3,0.8775,0.75
000141,458,transition,458/transition_step_0004_0008_find_key.txt,transition_step_0004_0008_find_key.txt,4,8,find_key,5,0.8864,0.45
000114,466,intermediate,466/intermediate_step_0090_0094_open_door.txt,intermediate_step_0090_0094_open_door.txt,90,94,open_door,5,0.9044,0.15
000133,330,intermediate,330/intermediate_step_0007_0011_open_door.txt,intermediate_step_0007_0011_open_door.txt,7,11,open_door,5,0.9227,0.85
000137,330,off_track,330/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8953,0.12
000087,20,off_track,20/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8775,0.98
000317,955,transition,955/transition_step_0097_0101_reach_goal.txt,transition_step_0097_0101_reach_goal.txt,97,101,reach_goal,5,1.0,0.97
000148,458,off_track,458/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.9044,0.0
000013,435,worst,435/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8179,0.01
000088,614,initial,614/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.15
000128,330,initial,330/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.25
000010,102,off_track,102/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8515,0.15
000083,20,transition,20/transition_step_0273_0277_reach_goal.txt,transition_step_0273_0277_reach_goal.txt,273,277,reach_goal,5,1.0,0.45
000162,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.75
000311,955,initial,955/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.95
000166,372,intermediate,372/intermediate_step_0147_0151_open_door.txt,intermediate_step_0147_0151_open_door.txt,147,151,open_door,5,0.951,0.98
000187,871,intermediate,871/intermediate_step_0000_0004_open_door.txt,intermediate_step_0000_0004_open_door.txt,0,4,open_door,5,0.9044,0.95
000294,385,intermediate,385/intermediate_step_0002_0006_find_key.txt,intermediate_step_0002_0006_find_key.txt,2,6,find_key,5,0.9044,0.9
000293,385,transition,385/transition_step_0005_0009_find_key.txt,transition_step_0005_0009_find_key.txt,5,9,find_key,5,0.9321,0.5
000296,385,intermediate,385/intermediate_step_0175_0179_open_door.txt,intermediate_step_0175_0179_open_door.txt,175,179,open_door,5,0.9321,0.8
000120,214,initial,214/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8775,0.85
000064,71,off_track,71/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8775,0.72
000074,700,off_track,700/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8097,0.78
000016,435,transition,435/transition_step_0014_0018_open_door.txt,transition_step_0014_0018_open_door.txt,14,18,open_door,5,0.951,0.94
000286,805,transition,805/transition_step_0078_0082_reach_goal.txt,transition_step_0078_0082_reach_goal.txt,78,82,reach_goal,5,1.0,0.89
000268,491,off_track,491/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8953,0.84
000008,102,intermediate,102/intermediate_step_0048_0052_reach_goal.txt,intermediate_step_0048_0052_reach_goal.txt,48,52,reach_goal,5,0.9801,0.65
000287,805,intermediate,805/intermediate_step_0076_0080_reach_goal.txt,intermediate_step_0076_0080_reach_goal.txt,76,80,reach_goal,5,0.9801,0.65
000204,130,worst,130/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8775,0.15
000266,491,off_track,491/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.9044,0.95
000024,860,worst,860/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.9044,0.45
000103,121,intermediate,121/intermediate_step_0079_0083_open_door.txt,intermediate_step_0079_0083_open_door.txt,79,83,open_door,5,0.8953,0.92
000234,308,off_track,308/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8429,0.95
000105,121,intermediate,121/intermediate_step_0096_0100_reach_goal.txt,intermediate_step_0096_0100_reach_goal.txt,96,100,reach_goal,5,0.9801,1.0
000216,661,transition,661/transition_step_0000_0004_find_key.txt,transition_step_0000_0004_find_key.txt,0,4,find_key,5,0.8775,0.0
000102,121,transition,121/transition_step_0082_0086_open_door.txt,transition_step_0082_0086_open_door.txt,82,86,open_door,5,0.9135,0.98
000175,99,intermediate,99/intermediate_step_0002_0006_find_key.txt,intermediate_step_0002_0006_find_key.txt,2,6,find_key,5,0.8601,0.65
000099,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.85
000135,330,intermediate,330/intermediate_step_0016_0020_reach_goal.txt,intermediate_step_0016_0020_reach_goal.txt,16,20,reach_goal,5,0.9801,0.99
000264,491,transition,491/transition_step_0064_0068_reach_goal.txt,transition_step_0064_0068_reach_goal.txt,64,68,reach_goal,5,1.0,0.85
000225,308,initial,308/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.3
000017,435,intermediate,435/intermediate_step_0011_0015_open_door.txt,intermediate_step_0011_0015_open_door.txt,11,15,open_door,5,0.9321,0.75
000027,860,transition,860/transition_step_0018_0022_open_door.txt,transition_step_0018_0022_open_door.txt,18,22,open_door,5,0.9703,0.75
000045,106,worst,106/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8345,0.25
000185,871,transition,871/transition_step_0000_0003_find_key.txt,transition_step_0000_0003_find_key.txt,0,3,find_key,4,0.9044,0.1
000036,270,transition,270/transition_step_0000_0001_find_key.txt,transition_step_0000_0001_find_key.txt,0,1,find_key,2,0.9135,0.6
000236,769,initial,769/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.2
000247,343,initial,343/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.99
000173,99,worst,99/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8179,0.85
000101,121,intermediate,121/intermediate_step_0000_0002_find_key.txt,intermediate_step_0000_0002_find_key.txt,0,2,find_key,3,0.8601,0.65
000035,270,worst,270/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.9044,0.92
000237,769,worst,769/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.85
000022,435,off_track,435/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9801,0.98
000098,121,initial,121/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.95
000142,458,intermediate,458/intermediate_step_0001_0005_find_key.txt,intermediate_step_0001_0005_find_key.txt,1,5,find_key,5,0.8601,0.65
000258,491,initial,491/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8864,0.95
000255,343,off_track,343/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8515,0.65
000043,270,off_track,270/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9044,0.98
000189,871,intermediate,871/intermediate_step_0011_0015_reach_goal.txt,intermediate_step_0011_0015_reach_goal.txt,11,15,reach_goal,5,0.9801,0.95
000002,102,worst,102/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8097,0.5
000026,860,intermediate,860/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.9135,0.6
000170,372,off_track,372/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.9227,0.85
000130,330,transition,330/transition_step_0004_0008_find_key.txt,transition_step_0004_0008_find_key.txt,4,8,find_key,5,0.9044,0.65
000182,99,off_track,99/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.8687,0.92
000178,99,transition,99/transition_step_0043_0047_reach_goal.txt,transition_step_0043_0047_reach_goal.txt,43,47,reach_goal,5,1.0,0.95
000245,769,off_track,769/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8864,0.1
000272,413,intermediate,413/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8687,0.98
000122,214,transition,214/transition_step_0000_0004_find_key.txt,transition_step_0000_0004_find_key.txt,0,4,find_key,5,0.8953,0.12
000267,491,off_track,491/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.9227,0.15
000143,458,transition,458/transition_step_0018_0022_open_door.txt,transition_step_0018_0022_open_door.txt,18,22,open_door,5,0.9415,0.85
000262,491,transition,491/transition_step_0058_0062_open_door.txt,transition_step_0058_0062_open_door.txt,58,62,open_door,5,0.9415,0.95
000242,769,transition,769/transition_step_0029_0033_reach_goal.txt,transition_step_0029_0033_reach_goal.txt,29,33,reach_goal,5,1.0,0.98
000152,87,transition,87/transition_step_0045_0049_find_key.txt,transition_step_0045_0049_find_key.txt,45,49,find_key,5,0.9135,0.45
000082,20,intermediate,20/intermediate_step_0267_0271_open_door.txt,intermediate_step_0267_0271_open_door.txt,267,271,open_door,5,0.951,0.25
000203,130,initial,130/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8775,0.65
000034,270,initial,270/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.9044,0.85
000230,308,intermediate,308/intermediate_step_0063_0067_open_door.txt,intermediate_step_0063_0067_open_door.txt,63,67,open_door,5,0.9044,0.4
000309,191,intermediate,191/intermediate_step_0050_0054_reach_goal.txt,intermediate_step_0050_0054_reach_goal.txt,50,54,reach_goal,5,0.9801,0.9
000273,413,transition,413/transition_step_0013_0017_open_door.txt,transition_step_0013_0017_open_door.txt,13,17,open_door,5,0.9321,0.85
000060,71,intermediate,71/intermediate_step_0000_0004_open_door.txt,intermediate_step_0000_0004_open_door.txt,0,4,open_door,5,0.9227,0.85
000094,614,intermediate,614/intermediate_step_0054_0058_reach_goal.txt,intermediate_step_0054_0058_reach_goal.txt,54,58,reach_goal,5,0.9801,0.75
000229,308,transition,308/transition_step_0066_0070_open_door.txt,transition_step_0066_0070_open_door.txt,66,70,open_door,5,0.9227,0.4
000168,372,intermediate,372/intermediate_step_0154_0158_reach_goal.txt,intermediate_step_0154_0158_reach_goal.txt,154,158,reach_goal,5,0.9801,0.95
000196,663,transition,663/transition_step_0049_0053_open_door.txt,transition_step_0049_0053_open_door.txt,49,53,open_door,5,0.9606,0.98
000007,102,transition,102/transition_step_0050_0054_reach_goal.txt,transition_step_0050_0054_reach_goal.txt,50,54,reach_goal,5,1.0,0.98
000144,458,intermediate,458/intermediate_step_0015_0019_open_door.txt,intermediate_step_0015_0019_open_door.txt,15,19,open_door,5,0.9227,0.95
000290,805,off_track,805/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,5,0.9606,0.92
000269,413,initial,413/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.85
000106,121,off_track,121/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,5,0.8775,0.85
000058,71,intermediate,71/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8953,0.75
000091,614,transition,614/transition_step_0048_0052_open_door.txt,transition_step_0048_0052_open_door.txt,48,52,open_door,5,0.9321,0.95
000281,805,worst,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8515,0.85
000140,458,worst,458/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.85
000318,955,intermediate,955/intermediate_step_0095_0099_reach_goal.txt,intermediate_step_0095_0099_reach_goal.txt,95,99,reach_goal,5,0.9801,0.95
000308,191,transition,191/transition_step_0052_0056_reach_goal.txt,transition_step_0052_0056_reach_goal.txt,52,56,reach_goal,5,1.0,0.985
000223,661,off_track,661/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,5,0.8864,0.15
000240,769,transition,769/transition_step_0020_0024_open_door.txt,transition_step_0020_0024_open_door.txt,20,24,open_door,5,0.9227,0.95
000307,191,intermediate,191/intermediate_step_0039_0043_open_door.txt,intermediate_step_0039_0043_open_door.txt,39,43,open_door,5,0.8864,0.0
000077,20,initial,20/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8515,0.17
